txn_id;material_id;txn_date;transaction_type;reference_no;unit;received_qty;issued_qty;unit_rate;tax_percent;total_cost;work_description;remarks;is_active;created_at;updated_at;project_id;wing_id;floor_id;contractor_id;engineer_id
351;10;2024-06-16;RECEIPT;RC-2406-0004;BRASS;33.47;0.00;100.00;18.00;3347.00;"Site use - Floor 18";"Auto-generated transaction seed data";1;"2024-06-16 09:00:00";"2025-11-22 18:00:00";1;1;18;9;48
352;52;2024-08-24;ISSUE;IS-2408-0013;NOS;0.00;25.93;352.00;18.00;9127.36;"Electrical works - Floor 18";"Auto-generated transaction seed data";1;"2024-08-24 09:00:00";"2025-11-22 18:00:00";1;1;18;4;48
353;53;2025-06-23;ISSUE;IS-2506-0012;MTR;0.00;20.54;179.00;18.00;3676.66;"Electrical works - Floor 12";"Auto-generated transaction seed data";1;"2025-06-23 09:00:00";"2025-11-22 18:00:00";1;1;12;4;54
354;54;2024-11-18;ISSUE;IS-2411-0005;MTR;0.00;50.88;182.00;18.00;9260.16;"Electrical works - Floor 35";"Auto-generated transaction seed data";1;"2024-11-18 09:00:00";"2025-11-22 18:00:00";1;1;35;4;55
355;54;2024-08-27;ISSUE;IS-2408-0014;MTR;0.00;15.89;182.00;18.00;2891.98;"Electrical works - Floor 34";"Auto-generated transaction seed data";1;"2024-08-27 09:00:00";"2025-11-22 18:00:00";1;1;34;4;50
356;54;2025-10-17;RECEIPT;RC-2510-0004;MTR;21.13;0.00;182.00;18.00;3845.66;"Electrical works - Floor 30";"Auto-generated transaction seed data";1;"2025-10-17 09:00:00";"2025-11-22 18:00:00";1;1;30;4;49
357;51;2025-08-12;RECEIPT;RC-2508-0004;NOS;47.56;0.00;346.00;18.00;16455.76;"Electrical works - Floor 33";"Auto-generated transaction seed data";1;"2025-08-12 09:00:00";"2025-11-22 18:00:00";1;1;33;4;49
358;54;2025-04-10;ISSUE;IS-2504-0006;MTR;0.00;56.71;182.00;18.00;10321.22;"Electrical works - Floor 35";"Auto-generated transaction seed data";1;"2025-04-10 09:00:00";"2025-11-22 18:00:00";1;1;35;4;50
359;30;2024-10-19;RECEIPT;RC-2410-0009;BRASS;9.61;0.00;220.00;18.00;2114.20;"Site use - Floor 23";"Auto-generated transaction seed data";1;"2024-10-19 09:00:00";"2025-11-22 18:00:00";1;1;23;2;55
360;53;2024-08-07;RECEIPT;RC-2408-0012;MTR;55.44;0.00;179.00;18.00;9923.76;"Electrical works - Floor 11";"Auto-generated transaction seed data";1;"2024-08-07 09:00:00";"2025-11-22 18:00:00";1;1;11;4;56
361;53;2024-08-22;ISSUE;IS-2408-0015;MTR;0.00;58.91;179.00;18.00;10544.89;"Electrical works - Floor 7";"Auto-generated transaction seed data";1;"2024-08-22 09:00:00";"2025-11-22 18:00:00";1;1;7;4;54
362;53;2025-10-26;RECEIPT;RC-2510-0005;MTR;75.62;0.00;179.00;18.00;13535.98;"Electrical works - Floor 27";"Auto-generated transaction seed data";1;"2025-10-26 09:00:00";"2025-11-22 18:00:00";1;1;27;4;48
363;55;2025-05-23;RECEIPT;RC-2505-0007;NOS;19.96;0.00;370.00;18.00;7385.20;"Electrical works - Floor 20";"Auto-generated transaction seed data";1;"2025-05-23 09:00:00";"2025-11-22 18:00:00";1;1;20;4;55
364;53;2024-05-04;RECEIPT;RC-2405-0007;MTR;36.01;0.00;179.00;18.00;6445.79;"Electrical works - Floor 8";"Auto-generated transaction seed data";1;"2024-05-04 09:00:00";"2025-11-22 18:00:00";1;1;8;4;62
365;55;2024-08-22;RETURN;RT-2408-0002;NOS;29.30;0.00;370.00;18.00;10841.00;"Electrical works - Floor 7";"Auto-generated transaction seed data";1;"2024-08-22 09:00:00";"2025-11-22 18:00:00";1;1;7;4;62
366;54;2024-11-15;RECEIPT;RC-2411-0004;MTR;81.51;0.00;182.00;18.00;14834.82;"Electrical works - Floor 11";"Auto-generated transaction seed data";1;"2024-11-15 09:00:00";"2025-11-22 18:00:00";1;1;11;4;49
367;25;2025-03-25;GATE-OUT;GO-2503-0001;KG;0.00;38.05;95.00;18.00;3614.75;"Site use - Floor 11";"Auto-generated transaction seed data";1;"2025-03-25 09:00:00";"2025-11-22 18:00:00";1;1;11;9;48
368;52;2024-06-12;RECEIPT;RC-2406-0005;NOS;16.78;0.00;352.00;18.00;5906.56;"Electrical works - Floor 11";"Auto-generated transaction seed data";1;"2024-06-12 09:00:00";"2025-11-22 18:00:00";1;1;11;4;55
369;8;2024-04-03;ISSUE;IS-2404-0011;NOS;0.00;17.64;88.00;18.00;1552.32;"Site use - Floor 25";"Auto-generated transaction seed data";1;"2024-04-03 09:00:00";"2025-11-22 18:00:00";1;1;25;9;62
370;55;2024-02-23;ISSUE;IS-2402-0011;NOS;0.00;44.20;370.00;18.00;16354.00;"Electrical works - Floor 28";"Auto-generated transaction seed data";1;"2024-02-23 09:00:00";"2025-11-22 18:00:00";1;1;28;4;61
371;23;2024-08-06;ISSUE;IS-2408-0016;KG;0.00;12.41;89.00;18.00;1104.49;"Site use - Floor 11";"Auto-generated transaction seed data";1;"2024-08-06 09:00:00";"2025-11-22 18:00:00";1;1;11;9;48
372;52;2024-06-17;ISSUE;IS-2406-0011;NOS;0.00;51.52;352.00;18.00;18135.04;"Electrical works - Floor 31";"Auto-generated transaction seed data";1;"2024-06-17 09:00:00";"2025-11-22 18:00:00";1;1;31;4;50
373;51;2024-06-30;ISSUE;IS-2406-0012;NOS;0.00;52.54;346.00;18.00;18178.84;"Electrical works - Floor 27";"Auto-generated transaction seed data";1;"2024-06-30 09:00:00";"2025-11-22 18:00:00";1;1;27;4;54
374;10;2024-03-24;ISSUE;IS-2403-0010;BRASS;0.00;18.45;100.00;18.00;1845.00;"Site use - Floor 18";"Auto-generated transaction seed data";1;"2024-03-24 09:00:00";"2025-11-22 18:00:00";1;1;18;9;50
375;53;2024-05-31;ISSUE;IS-2405-0012;MTR;0.00;53.87;179.00;18.00;9642.73;"Electrical works - Floor 30";"Auto-generated transaction seed data";1;"2024-05-31 09:00:00";"2025-11-22 18:00:00";1;1;30;4;48
376;55;2024-03-19;ISSUE;IS-2403-0011;NOS;0.00;15.78;370.00;18.00;5838.60;"Electrical works - Floor 10";"Auto-generated transaction seed data";1;"2024-03-19 09:00:00";"2025-11-22 18:00:00";1;1;10;4;48
377;40;2024-01-26;ISSUE;IS-2401-0010;NOS;0.00;26.52;280.00;18.00;7425.60;"Plumbing installation - Floor 27";"Auto-generated transaction seed data";1;"2024-01-26 09:00:00";"2025-11-22 18:00:00";1;1;27;5;62
378;53;2024-07-01;ISSUE;IS-2407-0006;MTR;0.00;23.77;179.00;18.00;4254.83;"Electrical works - Floor 35";"Auto-generated transaction seed data";1;"2024-07-01 09:00:00";"2025-11-22 18:00:00";1;1;35;4;56
379;66;2025-09-19;ISSUE;IS-2509-0011;NOS;0.00;53.58;436.00;18.00;23360.88;"Site use - Floor 31";"Auto-generated transaction seed data";1;"2025-09-19 09:00:00";"2025-11-22 18:00:00";1;1;31;10;56
380;55;2024-10-05;RETURN;RT-2410-0002;NOS;2.04;0.00;370.00;18.00;754.80;"Electrical works - Floor 17";"Auto-generated transaction seed data";1;"2024-10-05 09:00:00";"2025-11-22 18:00:00";1;1;17;4;55
381;52;2025-11-09;ISSUE;IS-2511-0006;NOS;0.00;43.14;352.00;18.00;15185.28;"Electrical works - Floor 34";"Auto-generated transaction seed data";1;"2025-11-09 09:00:00";"2025-11-22 18:00:00";1;1;34;4;59
382;62;2024-06-01;RECEIPT;RC-2406-0006;MTR;36.69;0.00;206.00;18.00;7558.14;"Tiling / stone - Floor 19";"Auto-generated transaction seed data";1;"2024-06-01 09:00:00";"2025-11-22 18:00:00";1;1;19;7;61
383;54;2025-04-21;ISSUE;IS-2504-0007;MTR;0.00;52.14;182.00;18.00;9489.48;"Electrical works - Floor 10";"Auto-generated transaction seed data";1;"2025-04-21 09:00:00";"2025-11-22 18:00:00";1;1;10;4;49
384;51;2024-09-02;RECEIPT;RC-2409-0007;NOS;50.14;0.00;346.00;18.00;17348.44;"Electrical works - Floor 16";"Auto-generated transaction seed data";1;"2024-09-02 09:00:00";"2025-11-22 18:00:00";1;1;16;4;48
385;65;2024-03-28;ISSUE;IS-2403-0012;NOS;0.00;19.79;430.00;18.00;8509.70;"Site use - Floor 23";"Auto-generated transaction seed data";1;"2024-03-28 09:00:00";"2025-11-22 18:00:00";1;1;23;10;54
386;53;2024-09-23;ISSUE;IS-2409-0009;MTR;0.00;41.32;179.00;18.00;7396.28;"Electrical works - Floor 18";"Auto-generated transaction seed data";1;"2024-09-23 09:00:00";"2025-11-22 18:00:00";1;1;18;4;54
387;52;2024-12-13;RECEIPT;RC-2412-0004;NOS;30.47;0.00;352.00;18.00;10725.44;"Electrical works - Floor 18";"Auto-generated transaction seed data";1;"2024-12-13 09:00:00";"2025-11-22 18:00:00";1;1;18;4;54
388;10;2024-09-27;ISSUE;IS-2409-0010;BRASS;0.00;23.10;100.00;18.00;2310.00;"Site use - Floor 30";"Auto-generated transaction seed data";1;"2024-09-27 09:00:00";"2025-11-22 18:00:00";1;1;30;9;48
389;10;2024-02-06;ISSUE;IS-2402-0012;BRASS;0.00;57.95;100.00;18.00;5795.00;"Site use - Floor 36";"Auto-generated transaction seed data";1;"2024-02-06 09:00:00";"2025-11-22 18:00:00";1;1;36;9;55
390;52;2025-09-22;RECEIPT;RC-2509-0004;NOS;48.42;0.00;352.00;18.00;17043.84;"Electrical works - Floor 17";"Auto-generated transaction seed data";1;"2025-09-22 09:00:00";"2025-11-22 18:00:00";1;1;17;4;61
391;22;2024-02-17;RECEIPT;RC-2402-0009;KG;16.18;0.00;86.00;18.00;1391.48;"Site use - Floor 25";"Auto-generated transaction seed data";1;"2024-02-17 09:00:00";"2025-11-22 18:00:00";1;1;25;9;61
392;59;2024-03-10;ISSUE;IS-2403-0013;NOS;0.00;36.00;394.00;18.00;14184.00;"Electrical works - Floor 10";"Auto-generated transaction seed data";1;"2024-03-10 09:00:00";"2025-11-22 18:00:00";1;1;10;4;61
393;57;2024-12-10;RETURN;RT-2412-0001;NOS;25.85;0.00;382.00;18.00;9874.70;"Electrical works - Floor 10";"Auto-generated transaction seed data";1;"2024-12-10 09:00:00";"2025-11-22 18:00:00";1;1;10;4;55
394;31;2024-03-26;RECEIPT;RC-2403-0007;BAGS;80.54;0.00;113.00;18.00;9101.02;"BBM work - Floor 17";"Auto-generated transaction seed data";1;"2024-03-26 09:00:00";"2025-11-22 18:00:00";1;1;17;1;56
395;1;2025-11-04;RECEIPT;RC-2511-0003;BAGS;42.94;0.00;23.00;18.00;987.62;"Plaster / mortar - Floor 25";"Auto-generated transaction seed data";1;"2025-11-04 09:00:00";"2025-11-22 18:00:00";1;1;25;9;50
396;53;2024-09-17;ISSUE;IS-2409-0011;MTR;0.00;44.02;179.00;18.00;7879.58;"Electrical works - Floor 28";"Auto-generated transaction seed data";1;"2024-09-17 09:00:00";"2025-11-22 18:00:00";1;1;28;4;61
397;52;2025-01-11;ISSUE;IS-2501-0010;NOS;0.00;26.88;352.00;18.00;9461.76;"Electrical works - Floor 10";"Auto-generated transaction seed data";1;"2025-01-11 09:00:00";"2025-11-22 18:00:00";1;1;10;4;54
398;55;2024-10-04;RECEIPT;RC-2410-0010;NOS;54.35;0.00;370.00;18.00;20109.50;"Electrical works - Floor 18";"Auto-generated transaction seed data";1;"2024-10-04 09:00:00";"2025-11-22 18:00:00";1;1;18;4;62
399;56;2024-06-29;ISSUE;IS-2406-0013;NOS;0.00;59.32;376.00;18.00;22304.32;"Electrical works - Floor 11";"Auto-generated transaction seed data";1;"2024-06-29 09:00:00";"2025-11-22 18:00:00";1;1;11;4;49
400;53;2024-12-06;GATE-IN;GI-2412-0001;MTR;79.10;0.00;179.00;18.00;14158.90;"Electrical works - Floor 29";"Auto-generated transaction seed data";1;"2024-12-06 09:00:00";"2025-11-22 18:00:00";1;1;29;4;56
401;53;2024-03-12;RETURN;RT-2403-0003;MTR;4.22;0.00;179.00;18.00;755.38;"Electrical works - Floor 23";"Auto-generated transaction seed data";1;"2024-03-12 09:00:00";"2025-11-22 18:00:00";1;1;23;4;59
402;52;2025-11-07;ISSUE;IS-2511-0007;NOS;0.00;41.17;352.00;18.00;14491.84;"Electrical works - Floor 9";"Auto-generated transaction seed data";1;"2025-11-07 09:00:00";"2025-11-22 18:00:00";1;1;9;4;54
403;10;2025-11-08;ISSUE;IS-2511-0008;BRASS;0.00;45.36;100.00;18.00;4536.00;"Site use - Floor 28";"Auto-generated transaction seed data";1;"2025-11-08 09:00:00";"2025-11-22 18:00:00";1;1;28;9;56
404;52;2024-01-07;RECEIPT;RC-2401-0006;NOS;15.97;0.00;352.00;18.00;5621.44;"Electrical works - Floor 19";"Auto-generated transaction seed data";1;"2024-01-07 09:00:00";"2025-11-22 18:00:00";1;1;19;4;62
405;10;2025-07-27;ISSUE;IS-2507-0012;BRASS;0.00;44.93;100.00;18.00;4493.00;"Site use - Floor 11";"Auto-generated transaction seed data";1;"2025-07-27 09:00:00";"2025-11-22 18:00:00";1;1;11;9;56
406;55;2025-07-24;ISSUE;IS-2507-0013;NOS;0.00;38.81;370.00;18.00;14359.70;"Electrical works - Floor 21";"Auto-generated transaction seed data";1;"2025-07-24 09:00:00";"2025-11-22 18:00:00";1;1;21;4;61
407;55;2024-05-02;GATE-OUT;GO-2405-0001;NOS;0.00;31.03;370.00;18.00;11481.10;"Electrical works - Floor 9";"Auto-generated transaction seed data";1;"2024-05-02 09:00:00";"2025-11-22 18:00:00";1;1;9;4;50
408;51;2025-10-07;RECEIPT;RC-2510-0006;NOS;5.80;0.00;346.00;18.00;2006.80;"Electrical works - Floor 31";"Auto-generated transaction seed data";1;"2025-10-07 09:00:00";"2025-11-22 18:00:00";1;1;31;4;55
409;10;2025-01-03;ISSUE;IS-2501-0011;BRASS;0.00;43.28;100.00;18.00;4328.00;"Site use - Floor 10";"Auto-generated transaction seed data";1;"2025-01-03 09:00:00";"2025-11-22 18:00:00";1;1;10;9;59
410;10;2025-04-16;RECEIPT;RC-2504-0006;BRASS;22.31;0.00;100.00;18.00;2231.00;"Site use - Floor 31";"Auto-generated transaction seed data";1;"2025-04-16 09:00:00";"2025-11-22 18:00:00";1;1;31;9;59
411;10;2025-04-10;RETURN;RT-2504-0001;BRASS;3.60;0.00;100.00;18.00;360.00;"Site use - Floor 7";"Auto-generated transaction seed data";1;"2025-04-10 09:00:00";"2025-11-22 18:00:00";1;1;7;9;59
412;51;2024-06-28;ISSUE;IS-2406-0014;NOS;0.00;45.95;346.00;18.00;15898.70;"Electrical works - Floor 29";"Auto-generated transaction seed data";1;"2024-06-28 09:00:00";"2025-11-22 18:00:00";1;1;29;4;55
413;51;2024-12-11;ISSUE;IS-2412-0009;NOS;0.00;19.43;346.00;18.00;6722.78;"Electrical works - Floor 7";"Auto-generated transaction seed data";1;"2024-12-11 09:00:00";"2025-11-22 18:00:00";1;1;7;4;48
414;15;2024-04-10;ISSUE;IS-2404-0012;NOS;0.00;18.32;130.00;18.00;2381.60;"BBM work - Floor 27";"Auto-generated transaction seed data";1;"2024-04-10 09:00:00";"2025-11-22 18:00:00";1;1;27;1;59
415;10;2025-01-14;ISSUE;IS-2501-0012;BRASS;0.00;48.69;100.00;18.00;4869.00;"Site use - Floor 13";"Auto-generated transaction seed data";1;"2025-01-14 09:00:00";"2025-11-22 18:00:00";1;1;13;9;50
416;10;2025-08-03;ISSUE;IS-2508-0008;BRASS;0.00;43.46;100.00;18.00;4346.00;"Site use - Floor 16";"Auto-generated transaction seed data";1;"2025-08-03 09:00:00";"2025-11-22 18:00:00";1;1;16;9;62
417;54;2025-06-16;ISSUE;IS-2506-0013;MTR;0.00;37.63;182.00;18.00;6848.66;"Electrical works - Floor 12";"Auto-generated transaction seed data";1;"2025-06-16 09:00:00";"2025-11-22 18:00:00";1;1;12;4;49
418;55;2024-09-27;RETURN;RT-2409-0002;NOS;22.43;0.00;370.00;18.00;8299.10;"Electrical works - Floor 12";"Auto-generated transaction seed data";1;"2024-09-27 09:00:00";"2025-11-22 18:00:00";1;1;12;4;62
419;54;2025-02-22;ISSUE;IS-2502-0015;MTR;0.00;33.38;182.00;18.00;6075.16;"Electrical works - Floor 36";"Auto-generated transaction seed data";1;"2025-02-22 09:00:00";"2025-11-22 18:00:00";1;1;36;4;55
420;55;2024-04-15;ISSUE;IS-2404-0013;NOS;0.00;7.71;370.00;18.00;2852.70;"Electrical works - Floor 14";"Auto-generated transaction seed data";1;"2024-04-15 09:00:00";"2025-11-22 18:00:00";1;1;14;4;56
421;55;2024-09-01;ISSUE;IS-2409-0012;NOS;0.00;17.64;370.00;18.00;6526.80;"Electrical works - Floor 14";"Auto-generated transaction seed data";1;"2024-09-01 09:00:00";"2025-11-22 18:00:00";1;1;14;4;54
422;52;2025-05-04;ISSUE;IS-2505-0013;NOS;0.00;25.65;352.00;18.00;9028.80;"Electrical works - Floor 34";"Auto-generated transaction seed data";1;"2025-05-04 09:00:00";"2025-11-22 18:00:00";1;1;34;4;49
423;72;2025-09-19;ISSUE;IS-2509-0012;SQFT;0.00;34.12;354.00;18.00;12078.48;"Site use - Floor 19";"Auto-generated transaction seed data";1;"2025-09-19 09:00:00";"2025-11-22 18:00:00";1;1;19;10;56
424;54;2025-04-03;ISSUE;IS-2504-0008;MTR;0.00;16.39;182.00;18.00;2982.98;"Electrical works - Floor 8";"Auto-generated transaction seed data";1;"2025-04-03 09:00:00";"2025-11-22 18:00:00";1;1;8;4;49
425;43;2025-08-30;RECEIPT;RC-2508-0005;NOS;12.85;0.00;298.00;18.00;3829.30;"Site use - Floor 30";"Auto-generated transaction seed data";1;"2025-08-30 09:00:00";"2025-11-22 18:00:00";1;1;30;1;55
426;61;2025-02-05;ISSUE;IS-2502-0016;SQFT;0.00;40.63;304.50;18.00;12371.84;"Tiling / stone - Floor 32";"Auto-generated transaction seed data";1;"2025-02-05 09:00:00";"2025-11-22 18:00:00";1;1;32;7;61
427;36;2024-07-14;ISSUE;IS-2407-0007;MTR;0.00;10.47;128.00;18.00;1340.16;"Plumbing installation - Floor 23";"Auto-generated transaction seed data";1;"2024-07-14 09:00:00";"2025-11-22 18:00:00";1;1;23;5;54
428;55;2024-06-07;ISSUE;IS-2406-0015;NOS;0.00;19.93;370.00;18.00;7374.10;"Electrical works - Floor 25";"Auto-generated transaction seed data";1;"2024-06-07 09:00:00";"2025-11-22 18:00:00";1;1;25;4;55
429;54;2025-04-12;ISSUE;IS-2504-0009;MTR;0.00;31.06;182.00;18.00;5652.92;"Electrical works - Floor 34";"Auto-generated transaction seed data";1;"2025-04-12 09:00:00";"2025-11-22 18:00:00";1;1;34;4;55
430;51;2025-03-06;ISSUE;IS-2503-0009;NOS;0.00;16.88;346.00;18.00;5840.48;"Electrical works - Floor 23";"Auto-generated transaction seed data";1;"2025-03-06 09:00:00";"2025-11-22 18:00:00";1;1;23;4;56
431;52;2024-10-29;ISSUE;IS-2410-0015;NOS;0.00;9.30;352.00;18.00;3273.60;"Electrical works - Floor 13";"Auto-generated transaction seed data";1;"2024-10-29 09:00:00";"2025-11-22 18:00:00";1;1;13;4;54
432;54;2025-06-09;ISSUE;IS-2506-0014;MTR;0.00;1.21;182.00;18.00;220.22;"Electrical works - Floor 14";"Auto-generated transaction seed data";1;"2025-06-09 09:00:00";"2025-11-22 18:00:00";1;1;14;4;62
433;52;2025-09-09;RETURN;RT-2509-0003;NOS;22.74;0.00;352.00;18.00;8004.48;"Electrical works - Floor 22";"Auto-generated transaction seed data";1;"2025-09-09 09:00:00";"2025-11-22 18:00:00";1;1;22;4;61
434;52;2025-05-28;ISSUE;IS-2505-0014;NOS;0.00;27.05;352.00;18.00;9521.60;"Electrical works - Floor 13";"Auto-generated transaction seed data";1;"2025-05-28 09:00:00";"2025-11-22 18:00:00";1;1;13;4;50
435;36;2025-07-21;RECEIPT;RC-2507-0007;MTR;13.92;0.00;128.00;18.00;1781.76;"Plumbing installation - Floor 33";"Auto-generated transaction seed data";1;"2025-07-21 09:00:00";"2025-11-22 18:00:00";1;1;33;5;61
436;51;2024-09-20;ISSUE;IS-2409-0013;NOS;0.00;3.46;346.00;18.00;1197.16;"Electrical works - Floor 19";"Auto-generated transaction seed data";1;"2024-09-20 09:00:00";"2025-11-22 18:00:00";1;1;19;4;49
437;1;2024-06-09;ISSUE;IS-2406-0016;BAGS;0.00;42.94;23.00;18.00;987.62;"Plaster / mortar - Floor 33";"Auto-generated transaction seed data";1;"2024-06-09 09:00:00";"2025-11-22 18:00:00";1;1;33;9;54
438;51;2024-09-26;GATE-OUT;GO-2409-0002;NOS;0.00;5.21;346.00;18.00;1802.66;"Electrical works - Floor 9";"Auto-generated transaction seed data";1;"2024-09-26 09:00:00";"2025-11-22 18:00:00";1;1;9;4;48
439;53;2024-06-20;ISSUE;IS-2406-0017;MTR;0.00;46.25;179.00;18.00;8278.75;"Electrical works - Floor 26";"Auto-generated transaction seed data";1;"2024-06-20 09:00:00";"2025-11-22 18:00:00";1;1;26;4;50
440;52;2024-10-19;ISSUE;IS-2410-0016;NOS;0.00;24.79;352.00;18.00;8726.08;"Electrical works - Floor 36";"Auto-generated transaction seed data";1;"2024-10-19 09:00:00";"2025-11-22 18:00:00";1;1;36;4;59
441;53;2025-06-13;ISSUE;IS-2506-0015;MTR;0.00;20.25;179.00;18.00;3624.75;"Electrical works - Floor 8";"Auto-generated transaction seed data";1;"2025-06-13 09:00:00";"2025-11-22 18:00:00";1;1;8;4;56
442;51;2024-06-30;ISSUE;IS-2406-0018;NOS;0.00;34.53;346.00;18.00;11947.38;"Electrical works - Floor 33";"Auto-generated transaction seed data";1;"2024-06-30 09:00:00";"2025-11-22 18:00:00";1;1;33;4;50
443;55;2025-08-27;RECEIPT;RC-2508-0006;NOS;77.55;0.00;370.00;18.00;28693.50;"Electrical works - Floor 8";"Auto-generated transaction seed data";1;"2025-08-27 09:00:00";"2025-11-22 18:00:00";1;1;8;4;48
444;51;2024-11-05;ISSUE;IS-2411-0006;NOS;0.00;14.85;346.00;18.00;5138.10;"Electrical works - Floor 7";"Auto-generated transaction seed data";1;"2024-11-05 09:00:00";"2025-11-22 18:00:00";1;1;7;4;59
445;55;2025-08-11;ISSUE;IS-2508-0009;NOS;0.00;30.72;370.00;18.00;11366.40;"Electrical works - Floor 9";"Auto-generated transaction seed data";1;"2025-08-11 09:00:00";"2025-11-22 18:00:00";1;1;9;4;49
446;54;2024-04-08;RECEIPT;RC-2404-0004;MTR;59.15;0.00;182.00;18.00;10765.30;"Electrical works - Floor 26";"Auto-generated transaction seed data";1;"2024-04-08 09:00:00";"2025-11-22 18:00:00";1;1;26;4;49
447;10;2024-01-04;ISSUE;IS-2401-0011;BRASS;0.00;11.92;100.00;18.00;1192.00;"Site use - Floor 17";"Auto-generated transaction seed data";1;"2024-01-04 09:00:00";"2025-11-22 18:00:00";1;1;17;9;55
448;47;2024-12-20;ISSUE;IS-2412-0010;MTR;0.00;24.68;161.00;18.00;3973.48;"Electrical works - Floor 14";"Auto-generated transaction seed data";1;"2024-12-20 09:00:00";"2025-11-22 18:00:00";1;1;14;4;62
449;2;2024-05-29;ISSUE;IS-2405-0013;BAGS;0.00;5.24;26.00;18.00;136.24;"Plaster / mortar - Floor 28";"Auto-generated transaction seed data";1;"2024-05-29 09:00:00";"2025-11-22 18:00:00";1;1;28;9;54
450;55;2025-04-04;ISSUE;IS-2504-0010;NOS;0.00;51.77;370.00;18.00;19154.90;"Electrical works - Floor 14";"Auto-generated transaction seed data";1;"2025-04-04 09:00:00";"2025-11-22 18:00:00";1;1;14;4;49
451;54;2025-04-20;ISSUE;IS-2504-0011;MTR;0.00;26.38;182.00;18.00;4801.16;"Electrical works - Floor 8";"Auto-generated transaction seed data";1;"2025-04-20 09:00:00";"2025-11-22 18:00:00";1;1;8;4;59
452;54;2024-01-27;RECEIPT;RC-2401-0007;MTR;27.32;0.00;182.00;18.00;4972.24;"Electrical works - Floor 19";"Auto-generated transaction seed data";1;"2024-01-27 09:00:00";"2025-11-22 18:00:00";1;1;19;4;61
453;53;2025-10-06;ISSUE;IS-2510-0006;MTR;0.00;32.02;179.00;18.00;5731.58;"Electrical works - Floor 17";"Auto-generated transaction seed data";1;"2025-10-06 09:00:00";"2025-11-22 18:00:00";1;1;17;4;61
454;51;2024-10-25;ISSUE;IS-2410-0017;NOS;0.00;54.65;346.00;18.00;18908.90;"Electrical works - Floor 18";"Auto-generated transaction seed data";1;"2024-10-25 09:00:00";"2025-11-22 18:00:00";1;1;18;4;48
455;33;2025-03-05;ISSUE;IS-2503-0010;LTR;0.00;6.23;119.00;18.00;741.37;"Waterproofing works - Floor 11";"Auto-generated transaction seed data";1;"2025-03-05 09:00:00";"2025-11-22 18:00:00";1;1;11;6;59
456;54;2024-03-13;ISSUE;IS-2403-0014;MTR;0.00;53.69;182.00;18.00;9771.58;"Electrical works - Floor 10";"Auto-generated transaction seed data";1;"2024-03-13 09:00:00";"2025-11-22 18:00:00";1;1;10;4;50
457;15;2025-05-07;RETURN;RT-2505-0001;NOS;36.25;0.00;130.00;18.00;4712.50;"BBM work - Floor 18";"Auto-generated transaction seed data";1;"2025-05-07 09:00:00";"2025-11-22 18:00:00";1;1;18;1;54
458;54;2025-07-05;RECEIPT;RC-2507-0008;MTR;70.55;0.00;182.00;18.00;12840.10;"Electrical works - Floor 26";"Auto-generated transaction seed data";1;"2025-07-05 09:00:00";"2025-11-22 18:00:00";1;1;26;4;55
459;53;2024-08-01;ISSUE;IS-2408-0017;MTR;0.00;22.36;179.00;18.00;4002.44;"Electrical works - Floor 14";"Auto-generated transaction seed data";1;"2024-08-01 09:00:00";"2025-11-22 18:00:00";1;1;14;4;49
460;51;2025-07-24;ISSUE;IS-2507-0014;NOS;0.00;9.83;346.00;18.00;3401.18;"Electrical works - Floor 10";"Auto-generated transaction seed data";1;"2025-07-24 09:00:00";"2025-11-22 18:00:00";1;1;10;4;61
461;53;2025-07-12;ISSUE;IS-2507-0015;MTR;0.00;19.77;179.00;18.00;3538.83;"Electrical works - Floor 11";"Auto-generated transaction seed data";1;"2025-07-12 09:00:00";"2025-11-22 18:00:00";1;1;11;4;49
462;55;2025-03-22;ISSUE;IS-2503-0011;NOS;0.00;59.01;370.00;18.00;21833.70;"Electrical works - Floor 24";"Auto-generated transaction seed data";1;"2025-03-22 09:00:00";"2025-11-22 18:00:00";1;1;24;4;61
463;53;2024-07-28;RECEIPT;RC-2407-0005;MTR;77.92;0.00;179.00;18.00;13947.68;"Electrical works - Floor 9";"Auto-generated transaction seed data";1;"2024-07-28 09:00:00";"2025-11-22 18:00:00";1;1;9;4;62
464;54;2025-09-28;ISSUE;IS-2509-0013;MTR;0.00;53.15;182.00;18.00;9673.30;"Electrical works - Floor 36";"Auto-generated transaction seed data";1;"2025-09-28 09:00:00";"2025-11-22 18:00:00";1;1;36;4;62
465;55;2025-03-19;ISSUE;IS-2503-0012;NOS;0.00;54.10;370.00;18.00;20017.00;"Electrical works - Floor 18";"Auto-generated transaction seed data";1;"2025-03-19 09:00:00";"2025-11-22 18:00:00";1;1;18;4;62
466;53;2024-11-02;ISSUE;IS-2411-0007;MTR;0.00;4.14;179.00;18.00;741.06;"Electrical works - Floor 24";"Auto-generated transaction seed data";1;"2024-11-02 09:00:00";"2025-11-22 18:00:00";1;1;24;4;59
467;55;2024-01-24;ISSUE;IS-2401-0012;NOS;0.00;20.81;370.00;18.00;7699.70;"Electrical works - Floor 24";"Auto-generated transaction seed data";1;"2024-01-24 09:00:00";"2025-11-22 18:00:00";1;1;24;4;54
